,label,en_tweet,hebrew_tweet,bt_tweet
191,happy,"Ambience this afternoon is going to be a secretity online trading site. Look at the multicolored stock index and click pretty stupid to click the buy, submit, and success button.","האווירה היום אחה""צ הולכת להיות אתר מסחר מקוון סודי תסתכל על מדד המניה הצבעוני ולחץ על די טיפש כדי ללחוץ על כפתור הקנייה, הגשה והצלחה.","Ambience sore ini akan menjadi situs perdagangan online rahasia. lihat indeks saham multiwarna dan klik cukup bodoh untuk mengklik pembelian, mengirimkan, dan tombol sukses."
192,happy,"Cont' - Learning principles, holding a more powerful principle, because the temptation that causes integrity to waver turns out that many stripes can make friends with many types, cherish - Learning is more mature, less impetuous, happier in every condition of character.","עקרונות הלמידה של קונט, עיקרון רב עוצמה יותר, משום שהפיתוי שגורם ליושר להתערער מתברר שפסים רבים יכולים להתחבר עם סוגים רבים, להוקיר - לימוד הוא בוגר יותר, פחות פזיז, מאושר יותר בכל מצב של אופי.","Prinsip - prinsip Alkitab, prinsip yang lebih kuat, karena godaan yang menyebabkan integritas goyah ternyata banyak garis - garis yang dapat menjalin persahabatan dengan banyak jenis, menghargai - Belajar lebih dewasa, kurang sabar, lebih bahagia dalam setiap kondisi karakter."
193,anger,"There's a victim of #sexualharassment who dares to speak up and be bullied, which is overly, ironically, not a few of the passions are involved. I think you're used to being sent pictures of it all the way, empathy for each other doesn't exist. #SaveViaVallen","יש קורבן של הטרדה מינית # שמעז לדבר למעלה ולהיות קורבן להתעללות, שהוא יתר על המידה, אירוני, לא כמה מהתשוקות מעורבות. אני חושב שאתה רגיל להיות שנשלח תמונות של זה כל הדרך, אמפתיה זה לזה לא קיימת.","Ada korban #seksualharasment yang berani berbicara dan diganggu, yang secara berlebihan, ironisnya, tidak beberapa gairah yang terlibat. saya pikir Anda terbiasa untuk dikirim gambar-gambar itu sepanjang jalan, empati untuk satu sama lain tidak ada. #SaveViaVallen"
194,anger,Peace talks to you..,שלום מדבר אליך ..,Perdamaian berbicara kepada Anda ..
195,anger,There's a girl with a sexual harnessment and she dares to speak up.,יש בחורה עם רתמה מינית והיא מעזה לדבר בקול רם.,Ada seorang gadis dengan harness seksual dan dia berani berbicara.
196,happy,"The #OldMoney guy comes into the cage, his clothes are simple, only shirt shorts and training pants, wants to go around the stables to pick out cows, but once the transaction reaches 3 C.E. The epic one, he's a man of worship and royals, has a girl still a girl to play with, sir?","#Old Money הבחור מגיע לכלוב, בגדיו הם פשוטים, רק מכנסיים קצרים חולצה ומכנסי אימון, רוצה ללכת סביב האורוות לבחור פרות, אבל ברגע שהעסקה מגיעה 3 לספירה אחד האפי, הוא איש של פולחן ומלכות, יש ילדה עדיין לשחק עם, אדוני?","Pria OldMoney datang ke kandang, pakaiannya sederhana, hanya celana kemeja dan pelatihan, ingin pergi sekitar kandang untuk memilih sapi, tapi setelah transaksi mencapai 3 M Yang epik, dia adalah seorang pria dari penyembahan dan kerajaan, memiliki seorang gadis masih gadis untuk bermain dengan, Sir?"
197,happy,My favorite couple from a long time ago.,הזוג האהוב עליי מלפני זמן רב.,Pasangan favoritku dari masa lalu.
198,love,"Just saw and really listened carefully to nissa with her leaf-roaring sabyan, and there's no damage to it.","רק ראיתי והקשבתי היטב לליסה עם סביאן שואג העלים שלה, ואין שום נזק לזה.","Hanya melihat dan benar-benar mendengarkan hati-hati untuk nanssa dengan daun-roaring sabyan, dan tidak ada kerusakan itu."
199,sadness,"Innalillahi wa inna ilaihi rajiun, news of grief enveloping Aceh, heir to the Aceh Empire, Teungku Puatuddin Cahya Nur Nature reportedly died in the City of Mataram, West Nusa (NTB), Wednesday (6/2018) at approximately 06.45 WITA. [URL]","Innalillai wa inna ilaihi Rajiun, news of aporing Aceh, resource to the Aceh Empire, Teungku poatuddin Cahya Nur Nature reported in the City of Mataram, West Nusa (NNTB), Worday (6/2018) at bout 06.45 WITA.","Innalillahi wa inna ilaihi rajiun, berita kesedihan meliputi Aceh, pewaris dari Kekaisaran Aceh, Teungku Puaddin Cahya Nur Nature dilaporkan meninggal di City Mataram, Nusa Barat (NTB), Rabu (6/2018) sekitar 06.45 WITA. [URL]"
200,sadness,"What I want to do is I can't reach it, but it's hard to reach it, and it's easy to make it easy for me to do it.","מה שאני רוצה לעשות הוא שאני לא יכול להגיע אליו, אבל זה קשה להגיע אליו, וזה קל לעשות את זה קל לי לעשות את זה.","Apa yang ingin saya lakukan adalah saya tidak bisa mencapainya, tapi sulit untuk mencapainya, dan mudah untuk membuatnya mudah bagi saya untuk melakukannya."
201,anger,"I've been patient, I've never been and I don't want to yell at anyone.","הייתי סבלני, מעולם לא הייתי ואני לא רוצה לצעוק על אף אחד.","Aku sudah bersabar, aku belum pernah dan aku tidak ingin berteriak pada siapa pun."
202,anger,There was a time when my next-door neighbor didn't mean anything when I was leaving the house.,הייתה תקופה שבה השכן שלי לא התכוון לכלום כשעזבתי את הבית.,Ada suatu masa ketika tetangga sebelah saya tidak berarti apa-apa ketika saya meninggalkan rumah.
203,anger,"Even if I'm hurt, but I can't bear not to yell back, not to talk frontally, as much as I can, and blocking it is a very powerful solution!","גם אם אני פגוע, אבל אני לא יכול לסבול לא לצעוק בחזרה, לא לדבר חזיתית, ככל שאני יכול, ולחסום אותו הוא פתרון חזק מאוד!","Bahkan jika aku terluka, tapi aku tidak tahan untuk tidak berteriak kembali, tidak berbicara secara langsung, sebanyak yang saya bisa, dan memblokir itu adalah solusi yang sangat kuat!"
204,sadness,"fontcolor="" # FFFF00""rightblockyes,yes fontcolor="" # FFFF00""I'msorry fontcolor="" # FFFF00""forafriendwhohas chosen his ownway fontcolor="" # FFFF00""At leastnotlikethat ,wehaveeachways fontcolor="" # FFFF00""ah, honestly sad fontcolor="" # FFFF00""Isawthe instrumentthatwas destroyed.","""Fâ00""Fontcolor=""Fâ00""rightblockes, yes foncolor=""#""F00""I'm Sorry fontcolor=""F00""F00""ffontfontcolor=""fâtfontcolorfontcolor=""#""ah, בכנות""Fâ00"" ראיתי את הכלי שנהרס.","ya, ya aku minta maaf teman yang memilih jalannya sendiri setidaknya tidak seperti itu, kita punya setiap cara ah, sejujurnya menyedihkan aku melihat alat yang hancur."
205,fear,"It's not as if I'm sympathetic to that account, but it's so hard to be afraid of the video that he's brutally destroying it by using the ax on the post, so it's sad to see it.","זה לא שאני מזדהה עם החשבון הזה, אבל זה כל כך קשה לפחד מהסרטון שהוא הורס אותו באכזריות על ידי שימוש בגרזן על הפוסט, אז זה עצוב לראות את זה.","Bukannya aku bersimpati pada akun itu, tapi sangat sulit untuk takut pada video bahwa dia menghancurkannya secara brutal dengan menggunakan kapak di pos, jadi sedih melihatnya."
206,anger,"I'm so rotten, my friend, I'm rotten, I'm conscious, I'm sorry, I can't even say I'm rotten, and I can't ever be fermented into anything good, so now let me live in karma.","אני כל כך רקוב, חבר שלי, אני רקוב, אני בהכרה, אני מצטער, אני אפילו לא יכול להגיד שאני רקוב, ואני אף פעם לא יכול להיות תסיסה למשהו טוב, אז עכשיו תן לי לחיות בקארמה.","Aku sangat busuk, teman saya, aku busuk, aku sadar, aku minta maaf, aku bahkan tidak bisa mengatakan aku busuk, dan aku tidak pernah bisa difermentasi menjadi sesuatu yang baik, jadi sekarang biarkan aku hidup dalam karma."
207,happy,"I'm busy with the content in the waiting room, but what a bunch of grandmas are doing in front of me.","אני עסוק עם התוכן בחדר ההמתנה, אבל מה חבורה של סבתות עושות מולי.","Aku sibuk dengan isi di ruang tunggu, tapi apa sekelompok nenek lakukan di depan saya."
208,happy,"# Mobile Legends BangID Main in BRAWL directly led ""CHANG'E"" the top kill with MVP and this is Hero GGWP, the new hero on normal this server is the top question Hero Mage is my favorite role other than Hero Tank.","# Mobile Legends BangID Main in BRAWL הוביל ישירות את ""Chang'e"" להרוג בראש עם MVP וזה גיבור GGWP, הגיבור החדש בשרת זה הוא השאלה העליונה גיבור מוג' הוא התפקיד האהוב עליי מלבד Hero טנק.","# Mobile Legends BangID Main in BRAWL langsung memimpin ""CHANG'E"" atas membunuh dengan MVP dan ini adalah Hero GGWP, pahlawan baru yang normal server ini adalah pertanyaan utama Hero Mage adalah peran favorit saya selain Hero Tank."
209,love,"There was a time, dear it turned out to be necessary, attention became understanding, belief became convinced, it would all happen if you and her complemented each other, not looking for less, not looking for more, not looking for more, not looking for more.","הייתה תקופה, יקירתי זה התברר להיות הכרחי, תשומת לב הפכה להבנה, האמונה השתכנעה, הכל יקרה אם אתה והיא משלימים אחד את השני, לא מחפש פחות, לא מחפש יותר, לא מחפש יותר, לא מחפש יותר, לא מחפש יותר.","Ada suatu masa, sayang itu ternyata diperlukan, perhatian menjadi pemahaman, kepercayaan menjadi yakin, itu semua akan terjadi jika Anda dan komplementasi satu sama lain, tidak mencari kurang, tidak mencari lebih, tidak mencari lebih banyak, tidak mencari lebih banyak, tidak mencari lagi."
210,sadness,Kids today or if they wanted to testimonial balances for a week who had to write URLs:,ילדים היום או אם הם רוצים לאזן עדות במשך שבוע שהיה צריך לכתוב כתובות:,Anak-anak hari ini atau jika mereka ingin menguji keseimbangan selama seminggu yang harus menulis URL:
211,sadness,"Ijazah suddenly slipped in, right into the shadows of college struggles, research, scripts, de el el.","Ijazah פתאום החליק ב, ישר לתוך הצללים של מאבקי מכללה, מחקר, תסריטים, דה אל.","Ijazah tiba-tiba menyelinap masuk, langsung ke bayang-bayang perjuangan perguruan tinggi, penelitian, naskah, de el el el."
212,sadness,"Sometimes you want to go back to being a kid, go to nap school, wake up playing harvest moon /pepsy man until [URL] thinks ina inu.","לפעמים אתה רוצה לחזור להיות ילד, ללכת לבית ספר לנמנום, להתעורר לשחק איש ירח קציר / pepsy עד [URL] חושב inu.","Kadang-kadang Anda ingin kembali menjadi anak-anak, pergi ke sekolah tidur siang, bangun bermain panen bulan /pepsy manusia sampai [URL] berpikir ina inu."
213,anger,"[USERNAME] [USERNAME] Please enlighten me, I have reported to the hotline and chosen here, but tracking my package instead to the purwokerto!! The purpose of West Papua's package opens Kalimanah Purbalingga, a mistake on your part!!","אנא האר את עיניי, דיווחתי לקו החם ונבחרתי כאן, אבל מעקב החבילה שלי במקום purwokerto! המטרה של החבילה של מערב פפואה פותח קאלימנה Purbalingga, טעות בחלק שלך!","Saya telah melaporkan ke hotline dan dipilih di sini, tapi melacak paket saya bukan untuk purwokerto! sebuah kesalahan di pihakmu!"
214,sadness,"I'm sorry that my father's servant, he's going to get sick and enter the house, and he's going too fast to go to his hometown.","אני מצטער כי משרתו של אבי, הוא הולך לחלות ולהיכנס לבית, והוא הולך מהר מדי ללכת לעיר הולדתו.","Saya minta maaf bahwa hamba ayahku, dia akan sakit dan masuk ke rumah, dan dia akan terlalu cepat untuk pergi ke kampung halamannya."
215,sadness,"I lost another one of the employees, and just before the width, I was sent back to find a replacement, looking for a career at the factory, knowing it was harder than looking for someone to be a meter maid.","איבדתי עוד אחד מהעובדים, ובדיוק לפני הרוחב, נשלחתי למצוא מחליף, מחפש קריירה במפעל, בידיעה שזה קשה יותר מלחפש מישהו להיות פקח חניה.","Saya kehilangan salah satu karyawan, dan tepat sebelum lebar, saya dikirim kembali untuk mencari pengganti, mencari karir di pabrik, tahu itu lebih sulit daripada mencari seseorang untuk menjadi pembantu meteran."
216,anger,He was punished or shot and no one stood up?,הוא נענש או נורה ואף אחד לא קם?,Dia dihukum atau ditembak dan tidak ada yang berdiri?
217,happy,Still not used to tweet them using English But thank you [USERNAME] for making it easier to watch them [URL],עדיין לא רגיל לצייץ אותם בעזרת אנגלית אבל תודה לך על כך שהקלת עליהם לצפות בהם,Masih tidak digunakan untuk men-tweet mereka menggunakan bahasa Inggris Tapi terima kasih [NAMA ASTER] untuk membuatnya lebih mudah untuk menonton mereka [URL]
