,label,tweet,en_tweet
664,anger,[USERNAME] kamprettt slain otak kriting otak jungkir balik yg sll koar2 tdk konsisten dgn perjuangan dr thn 2015 capres n cawapresny prabocor gatot n prabocor tgb skrg mn nol besar 2018 koar2 lg ganti plesinden hedeh kamplettt begok napsu aj lo,[USERNAME] another inconsistent upside-down brain chasm sll koar2 battle from 2015 capres n cabapersny prebocor gatot n prebocor tb now in large zero 2018 koar2 is again changing plesinden hedeh camp not stupid napsu aj lo
665,anger,"Padahal udh cuma diam aja. Masih di omongin. Apalagi ndak diam ya. Hahah bagusan sih ndak diam diam. Ngoceh aja sih, jatohnya sama aja, DI OMONGIN","I'm not talking, I'm talking, I'm not talking, I'm not talking, I'm not talking, I'm not talking, I'm not talking."
666,happy,"banyak banget yang nanya pas tau di hape ada apps twitter 'emang masih jaman ya main twitter?' 'yaelah hari gini main twitter ngapain?' 'ngapain main twitter coba', hehe, cuman bs gt sih, ya senyum aja kalo balik lagi main twitter :)",There's a lot of people who ask when they know there's an app on Twitter. They're still old. They're tweeting?
667,anger,"Lu pengen nonton film dibioskop tapi ga punya tiket, terus lu boleh gitu ikut nonton? Ya gitu lah kalo paku payung dikasih nyawa, udah ga ada tiket tapi tetep maksa, TOLOL sih","You want to watch a movie in a movie but you don't have a ticket, so you can go to a movie? &lt;i&gt;That's right.&lt;/i&gt; &lt;i&gt;That's right.&lt;/i&gt; &lt;i&gt;If you want to watch a movie in a movie but you don't have a ticket, then you can go to a movie? &lt;/i&gt; &lt;i&gt;That's right.&lt;/i&gt; &lt;i&gt;So if you want to see an umbrella nail given life, there's no ticket.&lt;/i&gt; &lt;i&gt; &lt;i&gt; But still, there's no ticket."
668,anger,krn jujur ga lg2 dihina remehin hina sodaraw dari pihak mama gw..ada sepupu setan dengkii smua si lina gw sumpahin segera mampus sok kaya belagu merasa kaya bgt kali norak ga lama lg kebongkar dia tipu2annya mau liatin aja bakal seterusnya sukses dia ahahhah najisin tuh sepupu,Because honestly no longer belittled by my mother's side sodaraw..there's an envious cousin of the devil. I swear soon he'll be so rich that he'll be rich he won't tear it apart for so long
669,happy,"Mau Ngucapin Happy Birthday yg ke 24 buat Nursehah [USERNAME], semoga berkah umur, murah rezeki, sehat selalu, makin rajin ibadahnya & tetap jadi wanita kuat yg menginspirasi bnyak org. Wish u all the best girl  #IniSahurTIKETCOMHariKe20 #Netmediatama [URL]","Want Ngucapin Happy Birthday 24th for Nursehah [USERNAME], may the blessings of age, cheap sustenance, healthy always, be more diligent in his worship and still be a strong woman who inspires people."
670,sadness,"'lah Ken dimana?' -- pertanyaan paling gokil, apalagi pas ketemu itu diulang2, mbok ya kalau kangen doi chat, ya aku mana selalu tau Ken ngapa2in :(( ya kalau aku cemburu kami chat, itu hakku, tapi kalau kamu mau chat juga hakmu.","Where's Ken?' -- most question, especially when it's repeated, so if you miss a chat, yeah I always know Ken has a question:"
671,anger,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Klau Berita Posttingan Si Juned Ini Benar.Trus Yg Mnghadirin Acara Itu Siapa.Mas.Anda Jngn Pura2 ediot.Udh jelas2 Yg Menghadiri Acara itu Para Politikus Pecun,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME]
672,anger,kapooook ga bakal gw mau ketemu kumpul sm.sepupu bangsaaat anjrit penipu korup aja belagu sirik dengki anjiiing lo ga lama lg mampus lo liat aja rmh cicil hasil nipu sampe kapan liatin aja hahaha ..God never sleep,"fontcolor="" # FFFF00""whenI'mgonnameetyou fontcolor="" # FFFF00""I'mgonnameetyou fontcolor="" # FFFF00""sempus fontcolor="" # FFFF00""apocalypticpeople fontcolor="" # FFFF00""suddenly fontcolor="" # FFFF00""ridict fontcolor="" # FFFF00""ritjiiingyou fontcolor="" # FFFF00""not longtime fontcolor="" # FFFF00""youcanseethepecilsucultiple fontcolor="" # FFFF00""Sowhenever seehahahahahahahaha ha ha ha ha ha ha ha ha ha ha ha ha!"
673,anger,tokoh n capres abadi org yg gagal d masa laluny berarti org itu paling d benci allah itu hny prabocor krn otakny jg bocor bocor bocor pengikutny ap lg otakny moter2 [USERNAME] [USERNAME] [USERNAME],The immortal character n capres who failed in the past means that the man hated the god most was in the precognition because his brain also leaked his followers above his brain a second moter [USERNAME] [USERNAME] [USERNAME] [USERNAME]
674,anger,atuh kristen jahat lo mah mampus mah ke neraka lo am laki lo penipuan aja korup bangga najisssin bgt lo sialan .gw nikah sm duda tajir mapan ga [URL] undang lo catat liat aja .gw dendem sm kata2 lo sepupu iblis cln penghuni neraka,You're an evil Christian. You've got to go to hell. You're a dirty man.
675,happy,Abis fotocopy jilid yang menggelontorkan dana sebanyak lebih dari setengah juta. Si owner dengan baik hati menawarkan tumpangan untuk diantarkan ke rumah. Waaaah alhamdulillah!,The owner kindly offered a ride home.
676,anger,"[USERNAME] [USERNAME] [USERNAME] br keluar goa ya? lu ga tau presiden lu diancam bunuh, dikacung2in? ma bicah pula. viral video nya. ga mgkn kalo ga tau. parah lu","[USERNAME] [USERNAME] [USERNAME] Get out of the cave, huh? You didn't know your president was threatened. Kill, hang?"
677,anger,sama.adiknya jg tuh si lita gw ga mau akrab2 lg coz mama gw benci bgt sm dia maklum mama gw sodara keluarganya ada keturunan saraf jd yah gitu kebanyakan yg jahat sialan dengki sm gw emg sodara mama gw,"Same thing. Her sister, too, is a girl. I don't want to get along with her anymore."
678,anger,"Paling kesel sama orang kalo lagi duduk lesehan gitu padahal masih lega, tp dia lebih milih deketin kita trus niban dengkul kita sama dengkul dia [URL]","I mean, it's the only person who sits there and is relieved, but he's more likely to pick us up and grab us with his ass."
679,anger,Situ mo ngelacur di mana n dibayar berapa bukan urusan sini ... sini cuman gasukak kalo situ salah gamo minta maap .. etapi bukan urusan situ jugak si sini mo sukak or enggak ma situ ...,That's why we're having sex where it's none of business here... It's just not like if it's not wrong to say sorry.. but it's none of your business whether you like it or not...
680,anger,sbnrnya gw tau mama gw.tuh si daniel aja disetujuin kl gw pingin nikah ama bule ttep asal bulenya dia tau keliatan dpn mata dia .tp daniel kan kl mau sm gw jg mau numpang hidup doang woii ga deh amit2 7 turunan ga deh jgn geer lo daniel gw ga bakal milih lo gw mau cari duda mapan,I know. I know. Daniel agreed that I wanted to get married to a white boy.
681,anger,"Sekelas emerson masih gitu kelakuannya, apa lagi klo bukan kerna kebencianya, sehingga lupa klo yg diketawain ternyata junjungannya...son...son..gagal maning","Emerson's class is still like that, what if it's not hate, so it forgets when it comes to respect...son...son...fail maning."
682,sadness,"Kecil aku dulu jaman orba, sering kalo lebaran gini diajak ibu kepasar beli baju yg aku suka pasti ga kebeli, ibu nawarnya mentok bgt biasalah ank banyak dan ekonomi tak menentu waktu itu.","Little did I go back in time to orba, often when you ask me to buy clothes that I like to buy, the mother of the nawar used to make so much money and the economy was erratic at that time."
683,happy,Ini orang ajaib sih..tadi bisa juga becandaan receh gitu sama dia. Gue nyeletuk ngomong apa gitu trus dia tau2 ngakak. Kaget saya. Tapi seneng.,It's a miracle man..can also joke about it with him.I said that and then he snapped..surprised me. but fun.
684,anger,kaga lah gw jg bukan cw tolol si daniel co bule mau numpang hidup di jkt am ce yg bs kasih dia kemudahan2 hidup disini ga deh sorry biar jelek tua gw ga sudi dimanfaatin doang,"No, I'm not some idiot. Daniel co bule wants to live in a world where he can. It's easy to live here."
685,happy,"Mau Ngucapin Happy Birthday yg ke 24 buat de' Nursehah. smoga berkah umur & rezekinya, sehat slalu, makin rajin ibadahnya & tetap jadi wanita kuat yg menginspirasi bnyak org. Wish u all the best girl  #IniSahurTIKETCOMHariKe20 [USERNAME] [USERNAME] [URL]","Want Ngucapin Happy Birthday 24th for de' Nursehah. May the blessings of her age & sustenance, be healthy then, the more diligent her worship & remain a strong woman who inspires people."
686,sadness,saya berusaha bertahan pada situasi dimana saya di teror dari berbagai sisi (kaum hawa lainnya yang kagum akan paras manusia yang saya ceritakan sebelumnya) di bully karna terlalu sering berduaan. di kirimi berbagai surat ancaman dari berbagai kaum hawa di setiap kelas yg brbeda.,I'm trying to survive a situation where I'm in terror from all sides.
687,anger,jujur aja cukup yah kegoblokan kegilaan gw hrs sadar .gw pgn segera keluar dari lingkaran setan hidup disini byk sodara dengki n jahat sm gw ga kuat gw ..n terutama sepupu sialan cln penghuni neraka si lina n lakinya n si lita jg najiiiis lo sialan,Let's be honest. It's enough that I'm in a state of insanity. I need to realize that I'm not going to get out of the vicious circle of evil here.
688,fear,"singkat cerita, sikap die yang dulunya cool, cuek, cintad dark, pendiem abis, dan pemarah tb tb berubah jadi caper, humble, berwarna, karismatik, play boy gt, malah kl menrut gua pribadi sikopatnya makin keliatan jelas.","Long story short, a die that used to be cool, cool, cool, loving dark, obsolescence, and angry tb turned caper, humble, colorful, charismatic, play boy gt, even if the sycoptic's private cave was becoming more obvious."
689,sadness,Perasaanqu ketika menontoni orang yang sedang shooting videoklip di tiktok adalah antara jijik dan gatahan pengen ikutan goyang dua jari... Yawlaaaaaa kuatkan hati hama,The feeling of watching a person shooting a ticktok videolip is between disgust and resistance Want to join a two-finger shake Yawlaaaaaa strengthen the liver of a pest
690,happy,Bener bener ketawa ga habis habis gue Inget aja lomba balap karung balap kelereng balap makan kerupuk balap tusuk balon Hrus di puter puter  [URL],That's right. I don't remember racing the race sack. Racers ate crackers racing balloons of Hrus in puter puter [URL].
691,happy,"Kemarin sore dapat customer yang order grabcar [USERNAME] , dia minta untuk mengantarkan nasi kotak untuk orang tuanya dirumah,dan alhamdulillah saya diberi nasi kotak juga untuk berbuka puasa. Semoga rejekinya dilancarkan ya Mas. Cc : [USERNAME] [URL]","Yesterday afternoon he got a customer who ordered a grabcar, he asked to deliver the rice box to his parents at home, and alhamdulilllah I was given the rice box also to break fast."
692,anger,"Belakangan bejibun yg nanya, ""mi, gimana sama si x, kenapa jarang bareng sekarang?"", ""mi, si x kek gini kek gitu ya?"", ""mi si x kok gini si?"", ""mi, si x lagi deket sama si y ya"". Well, si x memang sahabat gue, tapi bukan berarti segala urusan si x gue tau.","Later on, ""mi, what about x, why don't you hang out?"","" ""mi, that's x right there?"" ""mi yang yang yang yang"" ""mi, si x is close to y"" -- well, x is my best friend, but that doesn't mean that it's all about the x i know."
693,anger,"Terus, tolong dong hargai privasi. Kalaupun gue jelasin semuanya ke kalian, kalian tu ga bakalan ngerti juga. Kalian berpikiran dr sudut pandang kalian sendiri, bukan dari sudut pandang gue ataupun si x, sahabat gue Jadi udahlah.","If I were to explain everything to you, you wouldn't understand, you'd think from your own point of view, not from mine or the x's, my friends."
694,anger,"Kalian semua boleh berasumsi, tapi tolong bijaksana. Jangan ngomong sana-sini cari pembuktian tapi berujung fitnah. Thanks for you guys, yg udah ngertiin banget dan ga ngomong yg engga engga.","You can all assume, but please be wise. &lt;br /&gt;Don't talk nonsense but lead to slander. &lt;br /&gt;Thanks for you guys, who understand so well and don't talk anymore."
695,anger,"Then, kalaupun gue jarang sama si x akhir-akhir ini, mungkin kita sedang memasuki dinamika pertemanan yg rumit, yey yg namanya manusia pasti ada slek-slekkan nya la ya. Ga mungkin akur terus, ga asik dong akur terus. Terus gue mesti jelasin k lu semua yg pada nanya, ga kan?","Then, even if I haven't been in touch with that x lately, maybe we're entering a complicated friendship dynamic, yeah, that's gotta be human."
696,anger,"Parah si kalian, mikir kalau cewe sama cowo sahabatan selalu terjebak dalam percintaan. So... Please. Gue menghargai kalian yg bertanya karena kalian peduli sama kita. Tapi jangan berpikiran sesuka kalian tanpa alasan dan fakta yg engga engga dong.","It's bad for you guys to think that girls with boyfriends are always stuck in love, so... please, I appreciate you guys asking questions because you care about us, but don't think about what you want for no reason or for any other fact."
697,anger,"[USERNAME] woy kafir, kalo bicara mending dari sby ""soeharto"" juga lebih mending dari sby.. udh kafir dungu lgi,, jaman sby gk ada tuh gerakn gnti presiden klo memang yg ini lebih bagus dari ""sby"" ","[USERNAME] Unbelief, if speaking fromsby's ""soeharto"" is also better than nonbeliever."
698,happy,"Emak dan anak. Ya beliau adalah wanita hebat, pembimbing kita semua di departemen Gawat Darurat. Terima kasih emak, ibunya PSC 119 Dinkes Kab Tegal yang sesungguhnya. Proud! Meski sedang mempunyai 1 anak usia sekolah dan satunya toodler, beliau tetep stay 24 jam untuk konsulan. [URL]","Yes, she is a great woman, our mentor in the emergency department thank you mom, she has been staying 24 hours for the Consulate."
699,happy,"Main disemak semak gapakek sendal sampe masuk hutan, ada ular ada setan gapeduli yang penting menang!! Btw masih inget ngga nama mereka? #OldMoneyGakNgerasain [URL]",#OldMoneyGakNrasin [URL]
700,sadness,"Mbir, udah dibilangin kan, gada orang lain yang akan memperjuangkan hidupmu, selain dirimu sendiri. Jadi gausa berharap ya, biar ga kecewa :((","Mbir, I told you, no one else is going to fight for your life but you, so gausa wishes yes, let me not be disappointed:"
701,sadness,"Kenapa sekarang bisa beda banget sama pas sma ya Di tanah rantau bener bener sadar kalo gak semua orang itu bahagia,gak semua orang itu tulus","How can it be different now when you're in the middle of the world? It's really obvious that not everyone is happy, not everyone is sincere."
702,happy,2010? Pertama kali ngetwit. Muncul setelah #friendster yg marak merajalela pada saat itu. Masa dimana kenakalan remaja berangsur-angsur melebur demi meraih cita. Begitu indahnya saat itu. #ThankYouTwitter #HariJadiTwitterSaya [URL],2010? first tweeted. it came after the rampant #friendster of the time. the period when juvenile mischief gradually melted to reach its destination. so beautiful back then. &gt;&gt;&gt;&lt;i&gt;The day of So Twitter I&gt; &lt;/i&gt; &lt;i&gt; It was beautiful. &lt;i&gt;&lt;/i&gt; &lt;i&gt; So beautiful then.&lt;/i&gt; &lt;i&gt; It was beautiful. &lt;/i&gt; &lt;i&gt; It was beautiful. &lt;/i&gt; &lt;i&gt; I&gt; It was so beautiful. &lt;/i&gt; &lt;/i&gt;
